time,x,y,z,Roll,Pitch,Yaw
0.058,0.08700000000000001,0.0,50.0,0.0,0.0,0.0
0.0582,0.0873,0.0,50.0,0.0,0.0,0.0
0.0584,0.0876,0.0,50.0,0.0,0.0,0.0
0.058600000000000006,0.0879,0.0,50.0,0.0,0.0,0.0
0.058800000000000005,0.0882,0.0,50.0,0.0,0.0,0.0
0.059000000000000004,0.08850000000000001,0.0,50.0,0.0,0.0,0.0
0.0592,0.0888,0.0,50.0,0.0,0.0,0.0
0.0594,0.0891,0.0,50.0,0.0,0.0,0.0
0.0596,0.08940000000000001,0.0,50.0,0.0,0.0,0.0
0.059800000000000006,0.0897,0.0,50.0,0.0,0.0,0.0
0.060000000000000005,0.09000000000000001,0.0,50.0,0.0,0.0,0.0
0.060200000000000004,0.0903,0.0,50.0,0.0,0.0,0.0
0.0604,0.0906,0.0,50.0,0.0,0.0,0.0
0.0606,0.09090000000000001,0.0,50.0,0.0,0.0,0.0
0.0608,0.0912,0.0,50.0,0.0,0.0,0.0
0.061000000000000006,0.09150000000000001,0.0,50.0,0.0,0.0,0.0
0.061200000000000004,0.0918,0.0,50.0,0.0,0.0,0.0
0.0614,0.0921,0.0,50.0,0.0,0.0,0.0
0.0616,0.09240000000000001,0.0,50.0,0.0,0.0,0.0
0.0618,0.0927,0.0,50.0,0.0,0.0,0.0
0.062,0.093,0.0,50.0,0.0,0.0,0.0
0.062200000000000005,0.09330000000000001,0.0,50.0,0.0,0.0,0.0
0.062400000000000004,0.0936,0.0,50.0,0.0,0.0,0.0
0.0626,0.09390000000000001,0.0,50.0,0.0,0.0,0.0
0.06280000000000001,0.0942,0.0,50.0,0.0,0.0,0.0
0.063,0.0945,0.0,50.0,0.0,0.0,0.0
0.0632,0.09480000000000001,0.0,50.0,0.0,0.0,0.0
0.0634,0.09509999999999999,0.0,50.0,0.0,0.0,0.0
0.0636,0.09540000000000001,0.0,50.0,0.0,0.0,0.0
0.06380000000000001,0.09570000000000001,0.0,50.0,0.0,0.0,0.0
0.064,0.096,0.0,50.0,0.0,0.0,0.0
0.06420000000000001,0.09630000000000001,0.0,50.0,0.0,0.0,0.0
0.0644,0.09659999999999999,0.0,50.0,0.0,0.0,0.0
0.0646,0.09690000000000001,0.0,50.0,0.0,0.0,0.0
0.0648,0.0972,0.0,50.0,0.0,0.0,0.0
0.065,0.0975,0.0,50.0,0.0,0.0,0.0
0.06520000000000001,0.09780000000000001,0.0,50.0,0.0,0.0,0.0
0.0654,0.09809999999999999,0.0,50.0,0.0,0.0,0.0
0.0656,0.09840000000000002,0.0,50.0,0.0,0.0,0.0
0.0658,0.0987,0.0,50.0,0.0,0.0,0.0
0.066,0.099,0.0,50.0,0.0,0.0,0.0
0.06620000000000001,0.09930000000000001,0.0,50.0,0.0,0.0,0.0
0.0664,0.0996,0.0,50.0,0.0,0.0,0.0
0.0666,0.09990000000000002,0.0,50.0,0.0,0.0,0.0
0.0668,0.1002,0.0,50.0,0.0,0.0,0.0
0.067,0.1005,0.0,50.0,0.0,0.0,0.0
0.06720000000000001,0.10080000000000001,0.0,50.0,0.0,0.0,0.0
0.0674,0.1011,0.0,50.0,0.0,0.0,0.0
0.06760000000000001,0.10140000000000002,0.0,50.0,0.0,0.0,0.0
0.0678,0.1017,0.0,50.0,0.0,0.0,0.0
0.068,0.10200000000000001,0.0,50.0,0.0,0.0,0.0
0.0682,0.1023,0.0,50.0,0.0,0.0,0.0
0.0684,0.1026,0.0,50.0,0.0,0.0,0.0
0.06860000000000001,0.10290000000000002,0.0,50.0,0.0,0.0,0.0
0.0688,0.1032,0.0,50.0,0.0,0.0,0.0
0.069,0.10350000000000001,0.0,50.0,0.0,0.0,0.0
0.0692,0.1038,0.0,50.0,0.0,0.0,0.0
0.0694,0.1041,0.0,50.0,0.0,0.0,0.0
0.06960000000000001,0.10440000000000002,0.0,50.0,0.0,0.0,0.0
0.0698,0.1047,0.0,50.0,0.0,0.0,0.0
0.07,0.10500000000000001,0.0,50.0,0.0,0.0,0.0
0.0702,0.1053,0.0,50.0,0.0,0.0,0.0
0.0704,0.1056,0.0,50.0,0.0,0.0,0.0
0.07060000000000001,0.10590000000000002,0.0,50.0,0.0,0.0,0.0
0.0708,0.1062,0.0,50.0,0.0,0.0,0.0
0.07100000000000001,0.10650000000000001,0.0,50.0,0.0,0.0,0.0
0.0712,0.1068,0.0,50.0,0.0,0.0,0.0
0.0714,0.1071,0.0,50.0,0.0,0.0,0.0
0.0716,0.1074,0.0,50.0,0.0,0.0,0.0
0.0718,0.1077,0.0,50.0,0.0,0.0,0.0
0.07200000000000001,0.10800000000000001,0.0,50.0,0.0,0.0,0.0
0.0722,0.10830000000000001,0.0,50.0,0.0,0.0,0.0
0.0724,0.1086,0.0,50.0,0.0,0.0,0.0
0.0726,0.1089,0.0,50.0,0.0,0.0,0.0
0.0728,0.1092,0.0,50.0,0.0,0.0,0.0
0.07300000000000001,0.10950000000000001,0.0,50.0,0.0,0.0,0.0
0.0732,0.10980000000000001,0.0,50.0,0.0,0.0,0.0
0.0734,0.1101,0.0,50.0,0.0,0.0,0.0
0.0736,0.1104,0.0,50.0,0.0,0.0,0.0
0.0738,0.1107,0.0,50.0,0.0,0.0,0.0
0.07400000000000001,0.11100000000000002,0.0,50.0,0.0,0.0,0.0
0.0742,0.11130000000000001,0.0,50.0,0.0,0.0,0.0
0.07440000000000001,0.1116,0.0,50.0,0.0,0.0,0.0
0.0746,0.1119,0.0,50.0,0.0,0.0,0.0
0.0748,0.11220000000000001,0.0,50.0,0.0,0.0,0.0
0.075,0.11249999999999999,0.0,50.0,0.0,0.0,0.0
0.0752,0.11280000000000001,0.0,50.0,0.0,0.0,0.0
0.07540000000000001,0.1131,0.0,50.0,0.0,0.0,0.0
0.0756,0.1134,0.0,50.0,0.0,0.0,0.0
0.0758,0.11370000000000001,0.0,50.0,0.0,0.0,0.0
0.076,0.11399999999999999,0.0,50.0,0.0,0.0,0.0
0.0762,0.11430000000000001,0.0,50.0,0.0,0.0,0.0
0.07640000000000001,0.11460000000000001,0.0,50.0,0.0,0.0,0.0
0.0766,0.1149,0.0,50.0,0.0,0.0,0.0
0.07680000000000001,0.11520000000000001,0.0,50.0,0.0,0.0,0.0
0.077,0.11549999999999999,0.0,50.0,0.0,0.0,0.0
0.0772,0.11580000000000001,0.0,50.0,0.0,0.0,0.0
0.07740000000000001,0.11610000000000001,0.0,50.0,0.0,0.0,0.0
0.0776,0.1164,0.0,50.0,0.0,0.0,0.0
0.07780000000000001,0.11670000000000001,0.0,50.0,0.0,0.0,0.0
0.078,0.11699999999999999,0.0,50.0,0.0,0.0,0.0
0.0782,0.11730000000000002,0.0,50.0,0.0,0.0,0.0
0.0784,0.1176,0.0,50.0,0.0,0.0,0.0
0.0786,0.1179,0.0,50.0,0.0,0.0,0.0
0.07880000000000001,0.11820000000000001,0.0,50.0,0.0,0.0,0.0
0.079,0.1185,0.0,50.0,0.0,0.0,0.0
0.0792,0.11880000000000002,0.0,50.0,0.0,0.0,0.0
0.0794,0.1191,0.0,50.0,0.0,0.0,0.0
0.0796,0.1194,0.0,50.0,0.0,0.0,0.0
0.07980000000000001,0.11970000000000001,0.0,50.0,0.0,0.0,0.0
0.08,0.12,0.0,50.0,0.0,0.0,0.0
0.08020000000000001,0.12030000000000002,0.0,50.0,0.0,0.0,0.0
